Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2011.00,30000.00,Diesel,Automatic,First,9.52 ,2993,313,4.00,49000.00
2017.00,97430.00,Diesel,Automatic,First,14.75 ,2967,245,7.00,62670.00
2008.00,42496.00,CNG,Manual,First,26.3,998,67.1,5.00,1400.00
2012.00,83000.00,Diesel,Manual,First,23.0 ,1396,90,5.00,5500.00
2009.00,37000.00,Petrol,Automatic,Third,16.95 ,1197,78.9,5.00,2950.00
2016.00,28503.00,Petrol,Automatic,First,19.0 ,1199,88.7,5.00,6860.00
2015.00,76496.00,Diesel,Manual,First,25.2 ,1248,74,5.00,6150.00
2011.00,79152.00,Petrol,Manual,Second,18.5 ,1197,82.85,5.00,3300.00
2011.00,32000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,2550.00
2009.00,35000.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,1500.00
2004.00,105000.00,Petrol,Automatic,Second,11.3 ,1794,125,5.00,2500.00
2006.00,56000.00,Petrol,Manual,Second,19.7 ,796,46.3,5.00,1400.00
2012.00,73000.00,Diesel,Manual,First,21.12 ,1248,88.8,5.00,3400.00
2012.00,38000.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,2250.00
2013.00,775000.00,Diesel,Automatic,First,19.3 ,1968,141,5.00,7500.00
2008.00,80000.00,Petrol,Automatic,First,11.3 ,1794,125,5.00,2800.00
2016.00,24973.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,7660.00
2016.00,45000.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,7150.00
2010.00,87430.00,Petrol,Manual,First,17.0 ,1497,118,5.00,3500.00
2014.00,133944.00,Diesel,Manual,Second,18.0 ,1248,75,5.00,3500.00
2013.00,57000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,3450.00
2016.00,27904.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,3550.00
2015.00,30717.00,Diesel,Automatic,Second,21.76 ,1995,190,5.00,25990.00
2012.00,80000.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,5250.00
2013.00,47304.00,Diesel,Manual,First,21.02 ,1248,88.8,5.00,2900.00
2005.00,100000.00,Petrol,Automatic,First,14.45 ,1984,227,5.00,2050.00
2017.00,30000.00,Petrol,Manual,First,24.07 ,998,67.1,5.00,3750.00
2014.00,68000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,6750.00
2011.00,21000.00,Petrol,Manual,Second,18.0 ,995,62,5.00,950.00
2017.00,21000.00,Diesel,Automatic,First,19.33 ,1999,177,5.00,52000.00
2007.00,119000.00,Petrol,Manual,Third,13.1 ,1997,141.1,5.00,3910.00
2019.00,13747.00,Petrol,Automatic,First,14.67 ,1798,177.46,5.00,27300.00
2009.00,620000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2700.00
2013.00,70000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,3500.00
2016.00,18000.00,Petrol,Automatic,First,18.5 ,1197,83.14,5.00,6200.00
2011.00,83000.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,2750.00
2015.00,130000.00,Diesel,Manual,First,23.4 ,1248,74,5.00,3250.00
2012.00,63400.00,Diesel,Manual,First,17.8 ,1399,67,5.00,3250.00
2003.00,65000.00,Petrol,Manual,First,17.3 ,993,60,5.00,650.00
2017.00,8350.00,Petrol,Manual,First,13.8 ,1998,192,5.00,35000.00
2014.00,45000.00,Diesel,Manual,First,23.59 ,1364,67.05,5.00,3250.00
2018.00,26200.00,Petrol,Manual,First,24.7 ,796,47.3,5.00,2900.00
2011.00,11000.00,Petrol,Manual,Third,18.9 ,796,47,5.00,2900.00
2009.00,90000.00,Diesel,Automatic,Second,11.0 ,2993,235,5.00,17750.00
2015.00,74000.00,Petrol,Automatic,Second,11.07 ,2496,179.5,5.00,8250.00
2015.00,37081.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,5770.00
2017.00,39000.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,9490.00
2008.00,99000.00,Diesel,Automatic,Third,12.07 ,2967,241.4,7.00,12950.00
2015.00,38000.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,20000.00
2007.00,72000.00,Petrol,Manual,Third,16.1 ,796,37,4.00,1000.00
2015.00,93000.00,Diesel,Manual,Second,20.45 ,1461,83.8,5.00,7100.00
2017.00,5900.00,Diesel,Manual,First,21.43 ,1364,87.2,5.00,16500.00
2014.00,25000.00,Diesel,Manual,First,15.8 ,2148,170,5.00,26000.00
2010.00,68000.00,Diesel,Manual,Second,21.1 ,1248,73.9,5.00,3200.00
2017.00,35676.00,Petrol,Automatic,First,16.0 ,1497,117.3,7.00,9480.00
2015.00,74310.00,Diesel,Manual,First,24.4 ,1120,71,5.00,4000.00
2014.00,59364.00,Diesel,Automatic,First,14.21 ,2143,203,5.00,26500.00
2014.00,41380.00,Petrol,Automatic,Second,14.8 ,1595,120.7,5.00,11770.00
2017.00,33900.00,Diesel,Automatic,First,15.0 ,2143,204,5.00,37000.00
2016.00,28000.00,Petrol,Manual,First,17.8 ,1497,117.3,5.00,8750.00
2007.00,50958.00,Petrol,Manual,First,17.0 ,1086,null,5.00,1950.00
2011.00,93982.00,Petrol,Manual,First,17.0 ,1497,118,5.00,3750.00
2010.00,95000.00,Petrol,Manual,First,16.2 ,1599,103.2,5.00,2500.00
2017.00,9000.00,Petrol,Automatic,First,13.5 ,1999,246.74,5.00,34500.00
2015.00,52516.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,4650.00
2015.00,20000.00,Petrol,Automatic,First,18.86 ,1598,122,4.00,32000.00
2017.00,56451.00,Diesel,Automatic,First,13.5 ,2987,282,5.00,62810.00
2014.00,37000.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,3250.00
2014.00,17400.00,Petrol,Manual,First,20.51 ,998,67.04,5.00,3100.00
2011.00,90207.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,3910.00
2011.00,89616.00,Diesel,Automatic,First,16.07 ,1995,181,5.00,11000.00
2014.00,85000.00,Diesel,Manual,First,13.49 ,2179,138.03,5.00,3500.00
2014.00,79271.00,Diesel,Automatic,First,20.38 ,1968,143,5.00,16500.00
2012.00,56000.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,30000.00
2010.00,85001.00,Diesel,Automatic,Second,12.0 ,2987,224,7.00,28000.00
2018.00,12000.00,Diesel,Automatic,First,13.5 ,2477,175.56,7.00,28000.00
2010.00,125000.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,920.00
2013.00,53000.00,Petrol,Manual,First,14.0 ,1061,64,5.00,2750.00
2017.00,34990.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,53830.00
2011.00,49768.00,Petrol,Manual,Second,17.01 ,1591,121.3,5.00,4950.00
2013.00,56000.00,Diesel,Automatic,First,16.73 ,2993,218,5.00,33500.00
2013.00,75000.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,27950.00
2010.00,57000.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,7250.00
2017.00,37542.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,25710.00
2014.00,95649.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,29670.00
2013.00,35299.00,Diesel,Automatic,First,14.84 ,2143,170,5.00,19000.00
2017.00,28464.00,Diesel,Manual,First,15.4 ,2179,120,7.00,13050.00
2015.00,41000.00,Diesel,Automatic,First,21.76 ,1995,190,5.00,25500.00
2017.00,9000.00,Petrol,Manual,First,15.4 ,1497,117.3,7.00,8500.00
2010.00,92098.00,Diesel,Automatic,Second,16.0 ,2400,215,5.00,7250.00
2005.00,5834.00,Petrol,Manual,First,13.2 ,1495,94,5.00,800.00
2017.00,40250.00,Petrol,Manual,First,17.19 ,1197,81.86,5.00,6900.00
2018.00,22397.00,Petrol,Automatic,First,11.5 ,2996,367,5.00,70990.00
2015.00,20800.00,Petrol,Manual,Second,21.1 ,814,55.2,5.00,2250.00
2018.00,40322.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,5500.00
2013.00,52576.00,Petrol,Manual,First,13.0 ,1493,100,5.00,4350.00
2010.00,55000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,2250.00
2016.00,47000.00,Petrol,Automatic,First,15.26 ,1798,187.74,5.00,24500.00
2010.00,42021.00,Diesel,Manual,First,0.0 ,1968,null,5.00,5450.00
2017.00,23163.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,12030.00
2011.00,50000.00,Petrol,Automatic,Second,11.74 ,1796,186,5.00,8500.00
2014.00,11900.00,Petrol,Automatic,First,16.82 ,1998,189.08,4.00,28500.00
2006.00,108000.00,Petrol,Manual,Second,17.0 ,1086,null,5.00,1200.00
2013.00,37000.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,5750.00
2014.00,30000.00,Petrol,Manual,Second,19.4 ,1198,86.8,5.00,3200.00
2018.00,12831.00,Petrol,Automatic,First,21.4 ,1197,83.1,5.00,9890.00
2012.00,143017.00,Diesel,Automatic,First,20.0 ,1968,138.1,5.00,6580.00
2018.00,13102.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,4060.00
2019.00,24950.00,Diesel,Manual,First,20.37 ,1461,108.45,5.00,13370.00
2011.00,57832.00,Diesel,Automatic,First,16.2 ,2993,258,5.00,25820.00
2016.00,34267.00,Petrol,Manual,First,22.74 ,796,47.3,5.00,3740.00
2015.00,33000.00,Diesel,Automatic,Second,16.8 ,1984,150,5.00,22000.00
2007.00,55100.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,1450.00
2008.00,40000.00,Petrol,Manual,First,17.7 ,1497,78,5.00,2000.00
2017.00,31841.00,CNG,Manual,First,15.1,1196,73,5.00,4700.00
2014.00,15000.00,Petrol,Manual,First,13.7 ,1399,98.79,8.00,3750.00
2016.00,82756.00,Diesel,Manual,First,15.96 ,2523,62.1,7.00,7700.00
2012.00,50243.00,Petrol,Manual,First,0.0 ,1086,null,5.00,3350.00
2014.00,20600.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2600.00
2017.00,29952.00,Petrol,Automatic,First,13.0 ,1591,121.3,5.00,13770.00
2017.00,15000.00,Petrol,Manual,Second,16.09 ,1598,103.5,5.00,7100.00
2008.00,61938.00,Petrol,Automatic,Second,12.9 ,1799,130,5.00,2650.00
2014.00,67000.00,Diesel,Manual,First,22.3 ,1248,74,5.00,2500.00
2013.00,61672.00,Diesel,Manual,First,16.0 ,2179,140,7.00,7530.00
2017.00,26185.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,7980.00
2014.00,38000.00,Diesel,Automatic,Second,14.16 ,1968,174.3,5.00,39000.00
2011.00,67000.00,Petrol,Manual,Second,18.5 ,1197,85.80,5.00,2250.00
2010.00,66000.00,Petrol,Manual,Second,13.17 ,1999,114,5.00,3850.00
2015.00,80883.00,Diesel,Manual,First,12.8 ,2494,102,7.00,13500.00
2016.00,80219.00,Diesel,Manual,First,27.62 ,793,47,5.00,3500.00
2018.00,12923.00,Diesel,Manual,First,25.1 ,1248,88.5,5.00,8920.00
2016.00,86642.00,Diesel,Automatic,First,15.17 ,1968,181,5.00,20370.00
2016.00,19235.00,Diesel,Automatic,First,21.76 ,1995,190,5.00,36500.00
2016.00,51002.00,Diesel,Automatic,First,11.33 ,4134,335.2,7.00,48910.00
2016.00,6800.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,7200.00
2012.00,82749.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,5990.00
2016.00,51000.00,Diesel,Manual,First,24.4 ,1120,71,5.00,5250.00
2014.00,31465.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,6500.00
2013.00,76476.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,4400.00
2017.00,14000.00,Diesel,Manual,First,24.0 ,1120,70,5.00,4600.00
2013.00,47000.00,Diesel,Manual,First,21.12 ,1248,88.8,5.00,2950.00
2011.00,48466.00,Petrol,Manual,First,17.0 ,1497,118,5.00,3260.00
2008.00,46000.00,Petrol,Manual,Second,17.92 ,1086,62.1,5.00,2220.00
2012.00,162663.00,Diesel,Manual,First,12.99 ,2494,100,7.00,10500.00
2017.00,25142.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,8260.00
2013.00,69000.00,Diesel,Manual,First,12.55 ,2982,169,7.00,14450.00
2009.00,80524.00,Petrol,Manual,Second,15.3 ,1596,null,5.00,2500.00
2018.00,26405.00,Petrol,Automatic,First,12.6 ,1950,191.34,5.00,51430.00
2014.00,45000.00,Diesel,Manual,First,15.8 ,2148,170,5.00,23000.00
2012.00,64284.00,Diesel,Manual,First,17.72 ,1968,108.49,5.00,5500.00
2015.00,27000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4500.00
2018.00,3678.00,Petrol,Manual,First,18.16 ,1196,86.8,5.00,6800.00
2013.00,21000.00,Petrol,Manual,First,16.8 ,1395,138.02,5.00,8750.00
2015.00,67000.00,Diesel,Manual,Second,19.87 ,1461,83.8,5.00,7000.00
2015.00,24000.00,Diesel,Automatic,Second,15.68 ,1999,177,5.00,33500.00
2011.00,75000.00,Diesel,Manual,Second,20.0 ,1399,68,5.00,2250.00
2008.00,179000.00,Diesel,Automatic,Second,12.8 ,2953,156,7.00,4240.00
2017.00,47198.00,Diesel,Manual,First,12.55 ,2982,168.5,7.00,28420.00
2012.00,52000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,2750.00
2011.00,91000.00,Diesel,Manual,First,23.2 ,1248,73.94,5.00,3000.00
2013.00,60000.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,3550.00
2013.00,37873.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,4800.00
2011.00,31000.00,Petrol,Automatic,First,10.8 ,2497,150,5.00,13500.00
2017.00,129000.00,Diesel,Automatic,First,11.0 ,2987,258,7.00,56000.00
2004.00,78000.00,Petrol,Automatic,First,12.0 ,2354,187.4,5.00,3990.00
2016.00,32000.00,Diesel,Automatic,First,17.01 ,1582,126.2,5.00,15500.00
2010.00,59000.00,Petrol,Manual,Second,19.81 ,1086,68.05,5.00,2320.00
2016.00,35437.00,Diesel,Automatic,First,20.0 ,2143,136,5.00,18580.00
2014.00,98000.00,Petrol,Manual,First,16.02 ,1373,93.7,7.00,5500.00
2006.00,72000.00,Diesel,Manual,Second,18.7 ,1896,66,5.00,3200.00
2015.00,79000.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,4000.00
2004.00,29000.00,Petrol,Manual,First,17.3 ,993,60,5.00,1600.00
2013.00,66012.00,Petrol,Manual,First,15.5 ,1586,103.3,5.00,4150.00
2014.00,35000.00,Petrol,Automatic,First,16.5 ,1198,86.8,5.00,4250.00
2011.00,75000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,2600.00
2008.00,80000.00,Petrol,Automatic,Second,12.1 ,2362,164.7,5.00,3430.00
2012.00,32717.00,Petrol,Manual,First,18.6 ,1199,79.4,5.00,2550.00
2017.00,25000.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,32000.00
2014.00,79000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,6250.00
2010.00,86000.00,Diesel,Manual,Second,17.8 ,1248,75,5.00,3600.00
2010.00,137000.00,Diesel,Automatic,First,13.5 ,2987,282,5.00,18500.00
2015.00,25000.00,Petrol,Manual,Second,17.3 ,1497,117.3,7.00,4250.00
2017.00,8500.00,Petrol,Manual,Second,18.9 ,1197,82,5.00,4800.00
2015.00,34000.00,Diesel,Automatic,First,16.0 ,2179,140,7.00,13000.00
2012.00,41629.00,Petrol,Manual,Second,14.83 ,1598,105,5.00,2250.00
2009.00,80227.00,Petrol,Manual,First,17.92 ,1086,62.1,5.00,2300.00
2019.00,8587.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,13560.00
2017.00,30000.00,Diesel,Manual,First,15.4 ,1997,120,7.00,12250.00
2013.00,64186.00,Diesel,Manual,First,20.5 ,1598,103.5,5.00,3760.00
2015.00,76427.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,8580.00
2011.00,75000.00,Diesel,Automatic,First,11.7 ,2993,245,5.00,27500.00
2013.00,27075.00,Petrol,Manual,First,17.6 ,1496,88.73,5.00,4950.00
2012.00,30000.00,Petrol,Manual,First,22.5 ,998,67.04,5.00,3300.00
2016.00,69434.00,Petrol,Manual,First,15.8 ,1591,121.3,5.00,8000.00
2014.00,56000.00,Petrol,Manual,First,23.1 ,998,67.04,5.00,2790.00
2017.00,49275.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,45640.00
2014.00,8700.00,Petrol,Manual,First,18.6 ,1199,76.8,5.00,2550.00
2014.00,18000.00,Petrol,Manual,Second,25.4 ,624,37.5,4.00,1000.00
2017.00,41041.00,Diesel,Automatic,First,17.68 ,1968,174.33,5.00,37560.00
2009.00,80464.00,Diesel,Automatic,Second,11.0 ,2987,198.5,5.00,9290.00
2019.00,20667.00,Petrol,Manual,First,22.0 ,1197,81.80,5.00,6370.00
2013.00,60283.00,Petrol,Manual,First,14.6 ,1368,112,5.00,2980.00
2017.00,31696.00,Petrol,Manual,First,20.4 ,1197,81.80,5.00,5750.00
2010.00,100000.00,Diesel,Manual,First,11.5 ,2982,171,7.00,13000.00
2014.00,13361.00,Petrol,Manual,First,16.02 ,1373,93.7,7.00,6800.00
2010.00,48394.00,Petrol,Automatic,First,12.05 ,1995,154,5.00,10490.00
2014.00,47399.00,Petrol,Manual,First,16.02 ,1373,93.7,7.00,5600.00
2010.00,69000.00,Petrol,Automatic,Second,16.8 ,1497,118,5.00,2850.00
2013.00,65278.00,Diesel,Manual,First,14.66 ,2199,194.3,7.00,8360.00
2005.00,108000.00,Diesel,Manual,First,17.0 ,1405,70,5.00,1000.00
2010.00,50645.00,Petrol,Automatic,Second,10.93 ,2497,204,5.00,10750.00
2011.00,130002.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,3850.00
2012.00,107000.00,Diesel,Manual,First,17.8 ,1399,67,5.00,3000.00
2015.00,41950.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,9600.00
2012.00,109000.00,Diesel,Manual,First,13.0 ,2982,168.5,7.00,13250.00
2016.00,9000.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,5750.00
2014.00,43900.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6750.00
2013.00,64000.00,Diesel,Manual,Second,18.2 ,1248,73.8,7.00,4850.00
2019.00,13190.00,Petrol,Automatic,First,0.0 ,1950,181.43,5.00,38990.00
2009.00,77652.00,Petrol,Automatic,First,12.6 ,1586,103.2,5.00,2850.00
2012.00,55000.00,Diesel,Manual,First,12.99 ,2494,100,7.00,9510.00
2012.00,59900.00,Diesel,Automatic,Second,18.48 ,1995,177,5.00,18500.00
2015.00,73539.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,6750.00
2017.00,31645.00,Diesel,Automatic,First,20.68 ,1995,190,5.00,29400.00
2009.00,69690.00,Petrol,Manual,First,17.7 ,1497,78,5.00,3290.00
2016.00,41000.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,9500.00
2010.00,109200.00,Petrol,Manual,Second,17.5 ,1298,85.8,5.00,2200.00
2012.00,80000.00,Diesel,Manual,First,15.1 ,2179,140,7.00,6500.00
2007.00,51000.00,Petrol,Manual,First,13.5 ,1799,130,5.00,4900.00
2013.00,105000.00,Diesel,Manual,Second,25.47 ,1248,88.50,7.00,6750.00
2013.00,179000.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,3800.00
2013.00,12100.00,Petrol,Automatic,First,9.9 ,1984,207.8,2.00,29500.00
2017.00,31000.00,Diesel,Manual,First,21.13 ,1498,108.4,5.00,10500.00
2015.00,50000.00,Diesel,Manual,First,20.14 ,1498,88.8,5.00,6200.00
2009.00,48000.00,Diesel,Automatic,First,17.0 ,1896,105,5.00,5000.00
2007.00,35000.00,Diesel,Manual,First,19.2 ,1461,65,5.00,2300.00
2016.00,100200.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,17000.00
2014.00,47000.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,25500.00
2015.00,63642.00,Diesel,Manual,First,27.3 ,1498,98.6,5.00,5650.00
2015.00,62550.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,5600.00
2015.00,37340.00,Diesel,Automatic,First,16.36 ,2179,187.7,5.00,29980.00
2016.00,38461.00,Diesel,Manual,First,26.59 ,1248,74,5.00,7390.00
2018.00,29000.00,Diesel,Manual,First,17.1 ,1956,170,5.00,19000.00
2010.00,31000.00,Petrol,Manual,First,12.5 ,1794,132,5.00,5000.00
2011.00,42086.00,Petrol,Manual,First,17.0 ,1497,118,5.00,3350.00
2013.00,49000.00,Petrol,Manual,First,18.6 ,1197,85.8,5.00,4450.00
2019.00,77240.00,Diesel,Automatic,First,22.32 ,1582,126.32,5.00,8310.00
2012.00,105000.00,Diesel,Manual,Second,15.96 ,2523,62.1,7.00,6000.00
2014.00,35000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,5250.00
2006.00,83072.00,Petrol,Manual,First,17.0 ,1086,null,5.00,1400.00
2012.00,202082.00,Diesel,Automatic,First,17.68 ,1968,174.33,5.00,12300.00
2004.00,129000.00,Petrol,Manual,Third,13.8 ,1299,70,5.00,1500.00
2018.00,33558.00,Diesel,Manual,First,20.14 ,1498,88,5.00,8120.00
2012.00,60271.00,Diesel,Manual,First,13.6 ,2523,63,7.00,6120.00
2017.00,45366.00,Diesel,Manual,First,25.1 ,1498,98.6,5.00,10880.00
2014.00,9500.00,Petrol,Manual,First,18.2 ,1199,82.5,5.00,3500.00
2016.00,42362.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,6150.00
2016.00,21000.00,Diesel,Automatic,First,17.05 ,1995,184,5.00,33000.00
2012.00,15200.00,Diesel,Automatic,First,15.06 ,1995,177,5.00,13500.00
2015.00,43690.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,17110.00
2014.00,79926.00,Diesel,Automatic,First,11.33 ,4134,335.2,7.00,29770.00
2013.00,53073.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,5950.00
2015.00,59000.00,Petrol,Manual,First,18.5 ,1197,80,5.00,5750.00
2006.00,47088.00,Petrol,Automatic,Second,10.13 ,3498,364.9,5.00,19000.00
2014.00,55000.00,Diesel,Manual,First,20.45 ,1461,83.8,5.00,4750.00
2013.00,80430.00,Diesel,Manual,Second,17.21 ,1493,100,7.00,3300.00
2013.00,71932.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,16500.00
2014.00,19000.00,Diesel,Automatic,First,15.97 ,2993,258,7.00,44000.00
2011.00,81759.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,4390.00
2018.00,52010.00,Diesel,Manual,First,25.2 ,1248,74,5.00,6200.00
2016.00,58953.00,Petrol,Automatic,First,13.53 ,1984,177.01,5.00,24220.00
2008.00,93000.00,Diesel,Manual,Third,10.5 ,2835,107.2,6.00,5450.00
2016.00,10000.00,Diesel,Automatic,First,16.36 ,2179,187.7,5.00,44000.00
2019.00,40674.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,24820.00
2015.00,50000.00,Diesel,Automatic,First,19.3 ,1968,141,5.00,11690.00
2018.00,1331.00,Petrol,Automatic,First,14.28 ,1798,138.03,5.00,20000.00
2010.00,60000.00,Petrol,Manual,First,19.7 ,796,35,8.00,1450.00
2018.00,10003.00,Diesel,Automatic,First,17.9 ,2143,170,5.00,48500.00
2016.00,25000.00,Diesel,Automatic,First,21.5 ,1498,108.5,5.00,9450.00
2015.00,73000.00,Diesel,Manual,First,16.0 ,2179,140,7.00,12500.00
2014.00,59962.00,Diesel,Manual,First,20.45 ,1461,83.8,5.00,6900.00
2012.00,72000.00,Diesel,Manual,Second,22.32 ,1582,126.32,5.00,5800.00
2016.00,20967.00,Diesel,Automatic,First,14.69 ,2993,258,5.00,44560.00
2015.00,35000.00,Diesel,Manual,Second,15.4 ,2179,120,7.00,8500.00
2017.00,38056.00,Diesel,Manual,First,23.9 ,1582,126.2,5.00,10700.00
2009.00,94000.00,Diesel,Automatic,Second,12.07 ,2967,241.4,7.00,12000.00
2010.00,64236.00,Petrol,Manual,First,14.7 ,1150,76,5.00,2440.00
2000.00,124000.00,Diesel,Manual,First,13.6 ,2523,63,7.00,1950.00
2014.00,7400.00,Petrol,Manual,First,19.1 ,1197,82,5.00,4350.00
2017.00,52000.00,Diesel,Manual,First,13.68 ,2393,147.8,8.00,17500.00
2015.00,68764.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2900.00
2013.00,64000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,2900.00
2016.00,21558.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,8900.00
2013.00,37500.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,16750.00
2016.00,14077.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,3950.00
2009.00,70000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,2100.00
2011.00,54316.00,Petrol,Manual,Second,12.8 ,2354,177.6,5.00,4290.00
2009.00,90764.00,Diesel,Manual,First,14.0 ,2498,112,8.00,3850.00
2009.00,137000.00,Diesel,Automatic,Second,13.2 ,1995,170,5.00,9000.00
2013.00,127000.00,Petrol,Manual,Second,16.8 ,1497,116.3,5.00,4500.00
2016.00,51884.00,Diesel,Manual,First,16.0 ,2179,140,7.00,12460.00
2014.00,67407.00,Diesel,Manual,First,21.27 ,1396,88.76,5.00,4650.00
2014.00,107825.00,Diesel,Manual,First,13.0 ,2982,168.5,7.00,20500.00
2006.00,82453.00,Diesel,Manual,First,13.6 ,2523,63,8.00,2900.00
2007.00,30441.00,Petrol,Manual,First,15.9 ,1298,85,5.00,1450.00
2002.00,70000.00,Petrol,Manual,Third,0.0 ,1086,null,5.00,650.00
2016.00,11000.00,Diesel,Automatic,First,20.7 ,1496,113.98,5.00,29500.00
2015.00,61000.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,25000.00
2013.00,48454.00,Petrol,Manual,Second,17.0 ,1197,80,5.00,3500.00
2017.00,37000.00,Diesel,Manual,First,14.1 ,2179,154,7.00,11250.00
2017.00,32249.00,Diesel,Manual,First,21.9 ,1498,98.6,7.00,10790.00
2013.00,58000.00,Diesel,Manual,First,19.33 ,1968,138.03,5.00,5900.00
2017.00,28360.00,Petrol,Manual,First,19.1 ,1197,81.86,5.00,5120.00
2017.00,7000.00,Petrol,Manual,First,20.89 ,1197,81.80,5.00,5700.00
2016.00,19658.00,Diesel,Automatic,First,18.12 ,1995,190,5.00,35840.00
2007.00,92000.00,Petrol,Manual,First,13.8 ,1299,70,5.00,1250.00
2013.00,25000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2650.00
2016.00,37882.00,Diesel,Manual,First,22.32 ,1582,126.3,5.00,9190.00
2014.00,69330.00,Diesel,Automatic,First,16.07 ,1995,181,5.00,23500.00
2011.00,61000.00,Petrol,Automatic,First,12.3 ,1796,185,5.00,12500.00
2010.00,35000.00,Petrol,Manual,Second,18.6 ,1199,79.4,5.00,1500.00
2004.00,200000.00,Petrol,Manual,First,0.0 ,1086,null,5.00,800.00
2009.00,82000.00,Diesel,Manual,Second,13.5 ,1405,null,5.00,750.00
2012.00,72450.00,Diesel,Manual,First,15.1 ,2179,140,7.00,8100.00
2017.00,36381.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,9750.00
2017.00,25559.00,Diesel,Automatic,First,19.71 ,2143,201.15,5.00,37930.00
2005.00,100000.00,Petrol,Automatic,Third,16.4 ,1497,78,5.00,1960.00
