Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Type_Petrol,First_Owner
2015,38000,Diesel,Automatic,First,17.9,2143,136,5,20000,0,0,1
2007,72000,Petrol,Manual,Third,16.1,796,37,4,1000,1,1,0
2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7100,1,0,0
2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,16500,1,0,1
2014,25000,Diesel,Manual,First,15.8,2148,170,5,26000,1,0,1
2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3200,1,0,0
2017,35676,Petrol,Automatic,First,16,1497,117.3,7,9480,0,1,1
2015,74310,Diesel,Manual,First,24.4,1120,71,5,4000,1,0,1
2014,59364,Diesel,Automatic,First,14.21,2143,203,5,26500,0,0,1
2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11770,0,1,0
2017,33900,Diesel,Automatic,First,15,2143,204,5,37000,0,0,1
2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,8750,1,1,1
2011,93982,Petrol,Manual,First,17,1497,118,5,3750,1,1,1
2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,2500,1,1,1
2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34500,0,1,1
2015,52516,Petrol,Manual,First,18,1198,86.7,5,4650,1,1,1
2015,20000,Petrol,Automatic,First,18.86,1598,122,4,32000,0,1,1
2017,56451,Diesel,Automatic,First,13.5,2987,282,5,62810,0,0,1
2014,37000,Petrol,Manual,First,21.1,814,55.2,5,3250,1,1,1
2014,17400,Petrol,Manual,First,20.51,998,67.04,5,3100,1,1,1
2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,3910,1,0,1
2011,89616,Diesel,Automatic,First,16.07,1995,181,5,11000,0,0,1
2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,3500,1,0,1
2014,79271,Diesel,Automatic,First,20.38,1968,143,5,16500,0,0,1
2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30000,0,0,1
2010,85001,Diesel,Automatic,Second,12,2987,224,7,28000,0,0,0
2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28000,0,0,1
2010,125000,Petrol,Manual,First,19.7,796,46.3,5,920,1,1,1
2013,53000,Petrol,Manual,First,14,1061,64,5,2750,1,1,1
2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53830,0,0,1
2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4950,1,1,0
2013,56000,Diesel,Automatic,First,16.73,2993,218,5,33500,0,0,1
2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27950,0,0,1
2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,7250,0,1,1
2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25710,0,0,1
2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29670,0,0,1
2013,35299,Diesel,Automatic,First,14.84,2143,170,5,19000,0,0,1
2017,28464,Diesel,Manual,First,15.4,2179,120,7,13050,1,0,1
2015,41000,Diesel,Automatic,First,21.76,1995,190,5,25500,0,0,1
2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,8500,1,1,1
2010,92098,Diesel,Automatic,Second,16,2400,215,5,7250,0,0,0
2005,5834,Petrol,Manual,First,13.2,1495,94,5,800,1,1,1
2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,6900,1,1,1
2018,22397,Petrol,Automatic,First,11.5,2996,367,5,70990,0,1,1
2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,2250,1,1,0
2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,5500,1,1,1
2013,52576,Petrol,Manual,First,13,1493,100,5,4350,1,1,1
2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,2250,1,1,1
2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24500,0,1,1
2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,12030,1,1,1
2011,50000,Petrol,Automatic,Second,11.74,1796,186,5,8500,0,1,0
2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28500,0,1,1
2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,5750,1,0,1
2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3200,1,1,0
2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,9890,0,1,1
2012,143017,Diesel,Automatic,First,20,1968,138.1,5,6580,0,0,1
2018,13102,Petrol,Manual,First,21.1,814,55.2,5,4060,1,1,1
2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,13370,1,0,1
2011,57832,Diesel,Automatic,First,16.2,2993,258,5,25820,0,0,1
2016,34267,Petrol,Manual,First,22.74,796,47.3,5,3740,1,1,1
2015,33000,Diesel,Automatic,Second,16.8,1984,150,5,22000,0,0,0
2007,55100,Petrol,Manual,First,18.9,998,67.1,5,1450,1,1,1
2008,40000,Petrol,Manual,First,17.7,1497,78,5,2000,1,1,1
2017,31841,CNG,Manual,First,15.1,1196,73,5,4700,1,0,1
2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,3750,1,1,1
2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,7700,1,0,1
2014,20600,Petrol,Manual,First,21.1,814,55.2,5,2600,1,1,1
2017,29952,Petrol,Automatic,First,13,1591,121.3,5,13770,0,1,1
2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7100,1,1,0
2008,61938,Petrol,Automatic,Second,12.9,1799,130,5,2650,0,1,0
2014,67000,Diesel,Manual,First,22.3,1248,74,5,2500,1,0,1
2013,61672,Diesel,Manual,First,16,2179,140,7,7530,1,0,1
2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,7980,1,1,1
2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39000,0,0,0
2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2250,1,1,0
2010,66000,Petrol,Manual,Second,13.17,1999,114,5,3850,1,1,0
2015,80883,Diesel,Manual,First,12.8,2494,102,7,13500,1,0,1
2016,80219,Diesel,Manual,First,27.62,793,47,5,3500,1,0,1
2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,8920,1,0,1
2016,86642,Diesel,Automatic,First,15.17,1968,181,5,20370,0,0,1
2016,19235,Diesel,Automatic,First,21.76,1995,190,5,36500,0,0,1
2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48910,0,0,1
2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,7200,1,1,1
2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,5990,1,0,1
2016,51000,Diesel,Manual,First,24.4,1120,71,5,5250,1,0,1
2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,6500,1,0,1
2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,4400,1,1,1
2017,14000,Diesel,Manual,First,24,1120,70,5,4600,1,0,1
2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,2950,1,0,1
2011,48466,Petrol,Manual,First,17,1497,118,5,3260,1,1,1
2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2220,1,1,0
2012,162663,Diesel,Manual,First,12.99,2494,100,7,10500,1,0,1
2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,8260,1,0,1
2013,69000,Diesel,Manual,First,12.55,2982,169,7,14450,1,0,1
2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51430,0,1,1
2014,45000,Diesel,Manual,First,15.8,2148,170,5,23000,1,0,1
2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,5500,1,0,1
2015,27000,Petrol,Manual,First,18.9,1197,82,5,4500,1,1,1
2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,6800,1,1,1
2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,8750,1,1,1
2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7000,1,0,0
2015,24000,Diesel,Automatic,Second,15.68,1999,177,5,33500,0,0,0
2011,75000,Diesel,Manual,Second,20,1399,68,5,2250,1,0,0
2008,179000,Diesel,Automatic,Second,12.8,2953,156,7,4240,0,0,0
2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,28420,1,0,1
2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,2750,1,0,1
2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,3000,1,0,1
2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,3550,1,0,1
2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,4800,1,0,1
2011,31000,Petrol,Automatic,First,10.8,2497,150,5,13500,0,1,1
2017,129000,Diesel,Automatic,First,11,2987,258,7,56000,0,0,1
2004,78000,Petrol,Automatic,First,12,2354,187.4,5,3990,0,1,1
2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,15500,0,0,1
2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2320,1,1,0
2016,35437,Diesel,Automatic,First,20,2143,136,5,18580,0,0,1
2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,5500,1,1,1
2006,72000,Diesel,Manual,Second,18.7,1896,66,5,3200,1,0,0
2015,79000,Petrol,Manual,First,18,1198,86.7,5,4000,1,1,1
2004,29000,Petrol,Manual,First,17.3,993,60,5,1600,1,1,1
2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,4150,1,1,1
2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4250,0,1,1
2011,75000,Petrol,Manual,First,18.9,998,67.1,5,2600,1,1,1
2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3430,0,1,0
2012,32717,Petrol,Manual,First,18.6,1199,79.4,5,2550,1,1,1
2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7,32000,0,0,1
2014,79000,Diesel,Manual,First,22.7,1498,89.84,5,6250,1,0,1
2010,86000,Diesel,Manual,Second,17.8,1248,75,5,3600,1,0,0
2010,137000,Diesel,Automatic,First,13.5,2987,282,5,18500,0,0,1
2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7,4250,1,1,0
2017,8500,Petrol,Manual,Second,18.9,1197,82,5,4800,1,1,0
2015,34000,Diesel,Automatic,First,16,2179,140,7,13000,0,0,1
2012,41629,Petrol,Manual,Second,14.83,1598,105,5,2250,1,1,0
2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,2300,1,1,1
2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,13560,1,1,1
2017,30000,Diesel,Manual,First,15.4,1997,120,7,12250,1,0,1
2013,64186,Diesel,Manual,First,20.5,1598,103.5,5,3760,1,0,1
2015,76427,Diesel,Manual,First,19.01,1461,108.45,5,8580,1,0,1
2011,75000,Diesel,Automatic,First,11.7,2993,245,5,27500,0,0,1
2013,27075,Petrol,Manual,First,17.6,1496,88.73,5,4950,1,1,1
2012,30000,Petrol,Manual,First,22.5,998,67.04,5,3300,1,1,1
2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,8000,1,1,1
2014,56000,Petrol,Manual,First,23.1,998,67.04,5,2790,1,1,1
2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5,45640,0,0,1
2014,8700,Petrol,Manual,First,18.6,1199,76.8,5,2550,1,1,1
2014,18000,Petrol,Manual,Second,25.4,624,37.5,4,1000,1,1,0
2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37560,0,0,1
2009,80464,Diesel,Automatic,Second,11,2987,198.5,5,9290,0,0,0
2019,20667,Petrol,Manual,First,22,1197,81.8,5,6370,1,1,1
2013,60283,Petrol,Manual,First,14.6,1368,112,5,2980,1,1,1
2017,31696,Petrol,Manual,First,20.4,1197,81.8,5,5750,1,1,1
2010,100000,Diesel,Manual,First,11.5,2982,171,7,13000,1,0,1
2014,13361,Petrol,Manual,First,16.02,1373,93.7,7,6800,1,1,1
2010,48394,Petrol,Automatic,First,12.05,1995,154,5,10490,0,1,1
2014,47399,Petrol,Manual,First,16.02,1373,93.7,7,5600,1,1,1
2010,69000,Petrol,Automatic,Second,16.8,1497,118,5,2850,0,1,0
2013,65278,Diesel,Manual,First,14.66,2199,194.3,7,8360,1,0,1
2005,108000,Diesel,Manual,First,17,1405,70,5,1000,1,0,1
2010,50645,Petrol,Automatic,Second,10.93,2497,204,5,10750,0,1,0
2011,130002,Diesel,Manual,First,19.3,1248,73.9,5,3850,1,0,1
2012,107000,Diesel,Manual,First,17.8,1399,67,5,3000,1,0,1
2015,41950,Petrol,Automatic,First,18,1497,117.3,5,9600,0,1,1
2012,109000,Diesel,Manual,First,13,2982,168.5,7,13250,1,0,1
2016,9000,Petrol,Manual,First,18,1198,86.7,5,5750,1,1,1
2014,43900,Diesel,Manual,First,22.54,1396,88.73,5,6750,1,0,1
2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7,4850,1,0,0
2019,13190,Petrol,Automatic,First,0,1950,181.43,5,38990,0,1,1
2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5,2850,0,1,1
2012,55000,Diesel,Manual,First,12.99,2494,100,7,9510,1,0,1
2012,59900,Diesel,Automatic,Second,18.48,1995,177,5,18500,0,0,0
2015,73539,Diesel,Manual,First,19.01,1461,108.45,5,6750,1,0,1
2017,31645,Diesel,Automatic,First,20.68,1995,190,5,29400,0,0,1
2009,69690,Petrol,Manual,First,17.7,1497,78,5,3290,1,1,1
2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,9500,1,0,1
2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5,2200,1,1,0
2012,80000,Diesel,Manual,First,15.1,2179,140,7,6500,1,0,1
2007,51000,Petrol,Manual,First,13.5,1799,130,5,4900,1,1,1
2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7,6750,1,0,0
2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,3800,1,0,1
2013,12100,Petrol,Automatic,First,9.9,1984,207.8,2,29500,0,1,1
2017,31000,Diesel,Manual,First,21.13,1498,108.4,5,10500,1,0,1
2015,50000,Diesel,Manual,First,20.14,1498,88.8,5,6200,1,0,1
2009,48000,Diesel,Automatic,First,17,1896,105,5,5000,0,0,1
2007,35000,Diesel,Manual,First,19.2,1461,65,5,2300,1,0,1
2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,17000,0,0,1
2014,47000,Diesel,Automatic,First,18.88,1995,184,5,25500,0,0,1
2015,63642,Diesel,Manual,First,27.3,1498,98.6,5,5650,1,0,1
2015,62550,Diesel,Manual,First,25.8,1498,98.6,5,5600,1,0,1
2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5,29980,0,0,1
2016,38461,Diesel,Manual,First,26.59,1248,74,5,7390,1,0,1
2018,29000,Diesel,Manual,First,17.1,1956,170,5,19000,1,0,1
2010,31000,Petrol,Manual,First,12.5,1794,132,5,5000,1,1,1
2011,42086,Petrol,Manual,First,17,1497,118,5,3350,1,1,1
2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,4450,1,1,1
2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5,8310,0,0,1
2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,6000,1,0,0
2014,35000,Diesel,Manual,First,22.9,1248,74,5,5250,1,0,1
2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5,12300,0,0,1
2004,129000,Petrol,Manual,Third,13.8,1299,70,5,1500,1,1,0
2018,33558,Diesel,Manual,First,20.14,1498,88,5,8120,1,0,1
2012,60271,Diesel,Manual,First,13.6,2523,63,7,6120,1,0,1
2017,45366,Diesel,Manual,First,25.1,1498,98.6,5,10880,1,0,1
2014,9500,Petrol,Manual,First,18.2,1199,82.5,5,3500,1,1,1
2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,6150,1,1,1
2016,21000,Diesel,Automatic,First,17.05,1995,184,5,33000,0,0,1
2012,15200,Diesel,Automatic,First,15.06,1995,177,5,13500,0,0,1
2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7,17110,0,0,1
2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7,29770,0,0,1
2013,53073,Diesel,Manual,First,20.77,1248,88.76,7,5950,1,0,1
2015,59000,Petrol,Manual,First,18.5,1197,80,5,5750,1,1,1
2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5,19000,0,1,0
2014,55000,Diesel,Manual,First,20.45,1461,83.8,5,4750,1,0,1
2013,80430,Diesel,Manual,Second,17.21,1493,100,7,3300,1,0,0
2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7,16500,0,0,1
2014,19000,Diesel,Automatic,First,15.97,2993,258,7,44000,0,0,1
2011,81759,Diesel,Manual,First,19.3,1248,73.9,5,4390,1,0,1
2018,52010,Diesel,Manual,First,25.2,1248,74,5,6200,1,0,1
2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,24220,0,1,1
2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,5450,1,0,0
2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5,44000,0,0,1
2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,24820,0,0,1
2015,50000,Diesel,Automatic,First,19.3,1968,141,5,11690,0,0,1
2018,1331,Petrol,Automatic,First,14.28,1798,138.03,5,20000,0,1,1
2010,60000,Petrol,Manual,First,19.7,796,35,8,1450,1,1,1
2018,10003,Diesel,Automatic,First,17.9,2143,170,5,48500,0,0,1
2016,25000,Diesel,Automatic,First,21.5,1498,108.5,5,9450,0,0,1
2015,73000,Diesel,Manual,First,16,2179,140,7,12500,1,0,1
2014,59962,Diesel,Manual,First,20.45,1461,83.8,5,6900,1,0,1
2012,72000,Diesel,Manual,Second,22.32,1582,126.32,5,5800,1,0,0
2016,20967,Diesel,Automatic,First,14.69,2993,258,5,44560,0,0,1
2015,35000,Diesel,Manual,Second,15.4,2179,120,7,8500,1,0,0
2017,38056,Diesel,Manual,First,23.9,1582,126.2,5,10700,1,0,1
2009,94000,Diesel,Automatic,Second,12.07,2967,241.4,7,12000,0,0,0
2010,64236,Petrol,Manual,First,14.7,1150,76,5,2440,1,1,1
2000,124000,Diesel,Manual,First,13.6,2523,63,7,1950,1,0,1
2014,7400,Petrol,Manual,First,19.1,1197,82,5,4350,1,1,1
2017,52000,Diesel,Manual,First,13.68,2393,147.8,8,17500,1,0,1
2015,68764,Petrol,Manual,First,21.1,814,55.2,5,2900,1,1,1
2013,64000,Diesel,Manual,First,22.07,1199,73.9,5,2900,1,0,1
2016,21558,Diesel,Manual,First,24.3,1248,88.5,5,8900,1,0,1
2013,37500,Diesel,Automatic,First,18.88,1995,184,5,16750,0,0,1
2016,14077,Petrol,Manual,First,21.1,814,55.2,5,3950,1,1,1
2009,70000,Petrol,Manual,First,17,1497,118,5,2100,1,1,1
2011,54316,Petrol,Manual,Second,12.8,2354,177.6,5,4290,1,1,0
2009,90764,Diesel,Manual,First,14,2498,112,8,3850,1,0,1
2009,137000,Diesel,Automatic,Second,13.2,1995,170,5,9000,0,0,0
2013,127000,Petrol,Manual,Second,16.8,1497,116.3,5,4500,1,1,0
2016,51884,Diesel,Manual,First,16,2179,140,7,12460,1,0,1
2014,67407,Diesel,Manual,First,21.27,1396,88.76,5,4650,1,0,1
2014,107825,Diesel,Manual,First,13,2982,168.5,7,20500,1,0,1
2006,82453,Diesel,Manual,First,13.6,2523,63,8,2900,1,0,1
2007,30441,Petrol,Manual,First,15.9,1298,85,5,1450,1,1,1
2016,11000,Diesel,Automatic,First,20.7,1496,113.98,5,29500,0,0,1
2015,61000,Diesel,Automatic,First,15.73,1968,174.33,5,25000,0,0,1
2013,48454,Petrol,Manual,Second,17,1197,80,5,3500,1,1,0
2017,37000,Diesel,Manual,First,14.1,2179,154,7,11250,1,0,1
2017,32249,Diesel,Manual,First,21.9,1498,98.6,7,10790,1,0,1
2013,58000,Diesel,Manual,First,19.33,1968,138.03,5,5900,1,0,1
2017,28360,Petrol,Manual,First,19.1,1197,81.86,5,5120,1,1,1
2017,7000,Petrol,Manual,First,20.89,1197,81.8,5,5700,1,1,1
2016,19658,Diesel,Automatic,First,18.12,1995,190,5,35840,0,0,1
2007,92000,Petrol,Manual,First,13.8,1299,70,5,1250,1,1,1
2013,25000,Petrol,Manual,First,20.36,1197,78.9,5,2650,1,1,1
2016,37882,Diesel,Manual,First,22.32,1582,126.3,5,9190,1,0,1
2014,69330,Diesel,Automatic,First,16.07,1995,181,5,23500,0,0,1
2011,61000,Petrol,Automatic,First,12.3,1796,185,5,12500,0,1,1
2010,35000,Petrol,Manual,Second,18.6,1199,79.4,5,1500,1,1,0
2012,72450,Diesel,Manual,First,15.1,2179,140,7,8100,1,0,1
2017,36381,Diesel,Manual,First,28.09,1248,88.5,5,9750,1,0,1
2017,25559,Diesel,Automatic,First,19.71,2143,201.15,5,37930,0,0,1
2005,100000,Petrol,Automatic,Third,16.4,1497,78,5,1960,0,1,0
2015,94000,Diesel,Automatic,First,11.5,2982,169,7,20500,0,0,1
2011,64357,Petrol,Manual,First,24.07,998,67.1,5,2750,1,1,1
2017,10501,Petrol,Automatic,First,9.43,1999,237.4,5,75000,0,1,1
2009,47000,Diesel,Manual,First,21.9,1396,90,5,2800,1,0,1
2017,18000,Petrol,Automatic,First,16,1497,117.3,7,9250,0,1,1
2007,89000,Petrol,Manual,First,13.4,1794,125,5,3000,1,1,1
2014,49964,Diesel,Automatic,First,17.68,1968,174.33,5,23890,0,0,1
2014,35000,Diesel,Manual,First,12.99,2494,100.6,7,12750,1,0,1
2014,64000,Diesel,Manual,First,24,1120,70,5,4150,1,0,1
2013,36000,Petrol,Automatic,First,14.8,1598,105,5,4650,0,1,1
2012,78600,Diesel,Manual,First,12.8,2494,102,7,8900,1,0,1
2008,170000,Diesel,Manual,Second,16.8,1493,110,5,1500,1,0,0
2015,65000,Diesel,Manual,Second,23.2,1248,73.94,5,3270,1,0,0
2008,120300,Diesel,Automatic,Second,12.07,2967,241.4,7,18000,0,0,0
2016,21000,Petrol,Manual,First,18.6,1197,81.83,5,6300,1,1,1
2017,18108,Diesel,Manual,First,24.3,1248,88.5,5,11310,1,0,1
2014,58407,Petrol,Manual,First,17.4,1497,117.3,5,6160,1,1,1
2014,49500,Petrol,Manual,First,20.73,1373,91.1,5,6000,1,1,1
2013,37199,Petrol,Automatic,First,17.5,1498,99.6,5,5430,0,1,1
2012,62000,Diesel,Manual,First,22.07,1199,73.9,5,4650,1,0,1
2015,59000,Diesel,Manual,First,20.77,1248,88.8,7,7500,1,0,1
2015,60000,Diesel,Manual,First,26.59,1248,74,5,6250,1,0,1
2007,39037,Diesel,Automatic,First,14.84,2143,170,5,9250,0,0,1
2013,17003,Petrol,Manual,First,19.4,1198,86.8,5,3150,1,1,1
2008,80400,Petrol,Manual,First,16,1086,66.7,5,2300,1,1,1
2012,75200,Diesel,Manual,First,22.32,1582,126.32,5,5250,1,0,1
2017,41217,Diesel,Manual,First,28.09,1248,88.5,5,7400,1,0,1
2006,98293,Petrol,Manual,Second,13.8,1299,70,5,1550,1,1,0
2017,54000,Petrol,Manual,Second,16.2,1199,74,5,6000,1,1,0
2016,17377,Petrol,Manual,First,18.7,1199,88.7,5,5900,1,1,1
2013,33800,Diesel,Manual,Second,25.8,1498,98.6,5,4700,1,0,0
2015,86157,Diesel,Manual,First,22.54,1396,88.73,5,6500,1,0,1
2012,146824,Diesel,Manual,First,21.1,1248,73.9,5,3550,1,0,1
2014,55000,Petrol,Manual,First,16.8,1497,116.3,5,7100,1,1,1
2010,53293,Petrol,Manual,First,13.14,1798,160,5,6000,1,1,1
2017,38000,Diesel,Manual,First,24.3,1248,88.5,5,7990,1,0,1
2009,64000,Petrol,Manual,Second,17,1197,80,5,4100,1,1,0
2017,25058,Petrol,Automatic,First,24.07,998,67.1,5,3950,0,1,1
2016,36700,Petrol,Manual,First,21.1,814,55.2,5,4380,1,1,1
2011,35000,Petrol,Manual,First,20.36,1197,78.9,5,2750,1,1,1
2016,22732,Petrol,Automatic,First,18.1,3498,306,2,55540,0,1,1
2014,48000,Diesel,Automatic,First,18.53,1968,187.74,5,29000,0,0,1
2013,62084,Diesel,Manual,First,22.77,1498,98.59,5,6600,1,0,1
2012,39273,Diesel,Automatic,First,14.3,1968,140,5,6990,0,0,1
2017,64798,Diesel,Manual,First,13.68,2393,147.8,7,18750,1,0,1
2010,100002,Diesel,Manual,Third,20,1399,68,5,1280,1,0,0
2006,78000,Petrol,Manual,Third,14.49,1399,92.7,5,1200,1,1,0
2013,57717,Petrol,Manual,First,18.5,1197,85.8,5,4310,1,1,1
2011,109000,Diesel,Automatic,First,12.39,2179,147.51,5,16500,0,0,1
2017,74515,Petrol,Manual,First,18.9,1197,82,5,5640,1,1,1
2017,50484,Diesel,Automatic,First,10.91,3198,197.2,7,31120,0,0,1
2013,13452,Diesel,Automatic,First,12.8,1968,167.6,5,25460,0,0,1
2017,37688,Petrol,Manual,First,17.01,1591,121.3,5,7880,1,1,1
2017,34000,Diesel,Automatic,First,13,2143,204,5,36000,0,0,1
2014,120000,Diesel,Automatic,First,0,2987,165,5,30000,0,0,1
2008,64000,Petrol,Manual,Second,17.5,1298,85.8,5,2850,1,1,0
2011,100000,Petrol,Manual,First,13,1343,90,5,3500,1,1,1
2014,75000,Diesel,Manual,First,20.46,1461,83.8,5,7500,1,0,1
2012,86000,Diesel,Automatic,First,14.84,2143,170,5,19000,0,0,1
2015,69000,Diesel,Automatic,First,15.97,2993,258,5,54000,0,0,1
2015,41721,Petrol,Manual,First,19.1,1197,82,5,4700,1,1,1
2017,13000,Petrol,Automatic,First,22,1197,81.8,5,8500,0,1,1
2013,38998,Diesel,Automatic,First,16.07,1995,181,4,17000,0,0,1
2017,54250,Petrol,Manual,First,22.74,796,47.3,5,3510,1,1,1
2013,45979,Diesel,Automatic,Second,17.11,1968,174.33,5,19500,0,0,0
2012,37000,Petrol,Automatic,Second,13.6,1598,181,4,17000,0,1,0
2015,46983,Diesel,Automatic,Second,12.07,2967,241.4,7,43350,0,0,0
2012,40700,Diesel,Manual,First,25.44,936,57.6,5,2650,1,0,1
2015,43828,Petrol,Manual,First,20.51,998,67.04,5,3520,1,1,1
2016,53000,Diesel,Manual,First,19.01,1461,108.5,5,6250,1,0,1
2015,100000,Diesel,Automatic,First,18.88,1995,184,5,24750,0,0,1
2015,19000,Petrol,Manual,First,20.85,1197,83.14,5,5250,1,1,1
2016,84000,Diesel,Manual,First,17.72,1968,108.5,5,11000,1,0,1
2018,37630,Petrol,Automatic,First,15.63,1499,110.4,5,9100,0,1,1
2010,67714,Petrol,Manual,First,18.5,1197,80,5,3250,1,1,1
2017,32000,Diesel,Manual,First,15,1248,88.5,5,8500,1,0,1
2010,51000,Petrol,Manual,First,16.2,1599,103.2,5,3100,1,1,1
2015,58390,Diesel,Automatic,First,18.88,1995,184,5,19860,0,0,1
2017,14000,Diesel,Manual,First,24,1186,73.97,5,4900,1,0,1
2014,55818,Petrol,Manual,Second,17.4,1497,117.3,5,5700,1,1,0
2012,52241,Diesel,Manual,First,25.2,1248,74,5,2900,1,0,1
2018,25433,Diesel,Manual,First,27.39,1248,74,5,7830,1,0,1
2015,40611,Diesel,Manual,First,14,2179,138.1,7,8150,1,0,1
2008,72000,Petrol,Manual,Second,13.2,1495,94,5,2000,1,1,0
2016,54631,Diesel,Manual,First,25.2,1248,74,5,6250,1,0,1
2016,24941,Petrol,Automatic,First,21.9,624,37.48,4,3190,0,1,1
2017,63939,Diesel,Manual,First,25.47,1248,88.5,7,7750,1,0,1
2014,35214,Petrol,Automatic,Second,23.1,998,67.04,5,3200,0,1,0
2015,63000,Diesel,Manual,First,25.2,1248,74,5,4900,1,0,1
2012,121377,Petrol,Manual,First,15.04,1598,103.6,5,3800,1,1,1
2009,100970,Diesel,Automatic,First,15.5,1896,105,5,4000,0,0,1
2014,60000,Diesel,Automatic,Second,20.7,1496,113.98,5,23500,0,0,0
